DATE,A,AG,AL,AU,BU,C,CF,CS,CU,FG,HC,I,J,JM,L,M,MA,NI,OI,P,PB,PP,PTA,PVC,RB,RM,RU,SN,SR,Y,ZC,ZN
2009/2/20,,,2.164895403,0.109837257,,,-0.697542776,,1.055470415,-0.138176076,0.379029733,0.088294559,,,,,,,,,,,-0.984093109,,,,-0.606426021,,-0.697542776,,,1.689309972
2009/2/21,,,2.165760257,0.181738052,,,-0.697542776,,1.055470415,-0.108615762,0.379029733,0.088294559,,,,,,,,,,,-0.984093109,,,,-0.606426021,,-0.697542776,,,1.650877807
2009/2/22,,,2.161475219,0.17197835,,,-0.701308601,,0.623464809,-0.108615762,0.215455452,0.063361375,,,,,,,,,,,-0.984119663,,,,-0.595152603,,-0.701308601,,,1.53310164
2009/2/23,,,2.172683745,0.173254589,,,-0.700800407,,0.641532829,-0.125357289,0.215455452,0.063361375,,,,,,,,,,,-0.984119663,,,,-0.575567162,,-0.700800407,,,1.50629532
2009/2/24,,,2.185560402,0.180203312,,,-0.70524711,,0.633561644,-0.125357289,0.215455452,0.063361375,,,,,,,,,,,-0.984119663,,,,-0.581606006,,-0.70524711,,,1.512269729
2009/2/25,,,2.19699116,0.188901761,,,-0.706517596,,0.636533168,-0.125357289,0.215455452,0.063361375,,,,,,,,,,,-0.985042172,,,,-0.582585278,,-0.706517596,,,1.509605614
2009/2/26,,,2.217171552,0.210613037,,,-0.705755304,,0.654328001,-0.125357289,0.215455452,0.063361375,,,,,,,,,,,-0.985042172,,,,-0.576056798,,-0.705755304,,,1.560410979
2009/2/27,,,2.225585903,0.181013915,,,-0.707025791,,0.693776734,-0.125357289,0.262176821,0.061571505,,,,,,,,,,,-0.985042172,,,,-0.576056798,,-0.707025791,,,1.528559767
2009/2/28,,,2.229116254,0.171431796,,,-0.707025791,,0.704197606,-0.055971794,0.262176821,0.061571505,,,,,,,,,,,-0.985042172,,,,-0.576056798,,-0.707025791,,,1.526855117
2009/3/1,,,2.218510004,0.171493612,,,-0.721329305,,0.787519471,-0.086822389,0.25282184,0.074067367,,,,,,,,,,,-0.984408627,,,,-0.586055777,,-0.721329305,,,1.551278648
2009/3/2,,,2.235593325,0.171493612,,,-0.721812689,,0.787519471,-0.086822389,0.25282184,0.074067367,,,,,,,,,,,-0.981844407,,,,-0.589243028,,-0.721812689,,,1.54191256
2009/3/3,,,2.253930387,0.181448188,,,-0.728833629,,0.795410359,-0.086822389,0.25282184,0.074067367,,,,,,,,,,,-0.981490559,,,,-0.606772908,,-0.728833629,,,1.543232003
2009/3/4,,,2.261276415,0.173287992,,,-0.736007463,,0.795091633,-0.086822389,0.25282184,0.074067367,,,,,,,,,,,-0.981054995,,,,-0.606772908,,-0.736007463,,,1.523525314
2009/3/5,,,2.264842196,0.17020556,,,-0.734035169,,0.800140633,-0.086822389,0.25282184,0.074067367,,,,,,,,,,,-0.961942759,,,,-0.614183267,,-0.734035169,,,1.523313014
2009/3/6,,,2.277004761,0.172938569,,,-0.737667652,,0.781072312,-0.086822389,0.264989713,0.097428468,,,,,,,,,,,-0.963670779,,,,-0.610996016,,-0.737667652,,,1.516610954
2009/3/7,,,2.253411158,0.172238531,,,-0.74171889,,0.63187638,-0.086822389,0.364831577,0.082722887,,,,,,,,,,,-0.963842295,,,,-0.643519533,,-0.74171889,,,1.360270593
2009/3/8,,,2.253411158,0.172238531,,,-0.74171889,,0.63187638,-0.086822389,0.364831577,0.082722887,,,,,,,,,,,-0.963842295,,,,-0.643519533,,-0.74171889,,,1.360270593
2009/3/9,,,2.259126807,0.173547711,,,-0.744628469,,0.63187638,-0.086822389,0.364831577,0.082722887,,,,,,,,,,,-0.963842295,,,,-0.632858708,,-0.744628469,,,1.363964589
2009/3/10,,,2.273200202,0.173531872,,,-0.747399867,,0.637708986,-0.054649625,0.364831577,0.082722887,,,,,,,,,,,-0.96383737,,,,-0.629937934,,-0.747399867,,,1.343724459
2009/3/11,,,2.245893657,0.174722505,,,-0.752053444,,0.63697052,0.003743566,0.364831577,0.082722887,,,,,,,,,,,-0.962925965,,,,-0.507265425,,-0.752053444,,,1.343619678
2009/3/12,,,2.210192313,0.174985272,,,-0.755478412,,0.657647545,0.003743566,0.364831577,0.082722887,,,,,,,,,,,-0.965196268,,,,-0.496531581,,-0.755478412,,,1.35217244
2009/3/13,,,2.209371352,0.161830327,,,-0.75760497,,0.659853885,0.003743566,0.323713909,0.123994997,,,,,,,,,,,-0.949952347,,,,-0.532238043,,-0.75760497,,,1.338219768
2009/3/14,,,2.099432906,0.161808947,,,-0.760782241,,0.333729442,0.003743566,0.338177097,0.114635011,,,,,,,,,,,-0.949952347,,,,-0.531279725,,-0.760782241,,,1.306227162
2009/3/15,,,2.099432906,0.161808947,,,-0.760782241,,0.333729442,0.003743566,0.338177097,0.114635011,,,,,,,,,,,-0.949952347,,,,-0.531279725,,-0.760782241,,,1.306227162
2009/3/16,,,2.106107976,0.163129112,,,-0.758245243,,0.368832589,0.003743566,0.338177097,0.114635011,,,,,,,,,,,-0.958506706,,,,-0.526889588,,-0.758245243,,,1.301487526
2009/3/17,,,2.07757581,0.162970692,,,-0.776906181,,0.404506132,0.003743566,0.338177097,0.114635011,,,,,,,,,,,-0.975331107,,,,-0.528352967,,-0.776906181,,,1.341877194
2009/3/18,,,2.122635313,0.169332247,,,-0.781692324,,0.403317806,0.003743566,0.338177097,0.114635011,,,,,,,,,,,-0.973112589,,,,-0.528352967,,-0.781692324,,,1.347063923
2009/3/19,,,2.105377873,0.168637656,,,-0.783256292,,0.345973482,0.003743566,0.338177097,0.114635011,,,,,,,,,,,-0.97298529,,,,-0.528352967,,-0.783256292,,,1.339745555
2009/3/20,,,2.104032684,0.169279609,,,-0.783107831,,0.313504363,-0.015910154,0.32400776,0.152197023,,,,,,,,,,,-0.977993248,,,,-0.532230921,,-0.783107831,,,1.33522771
2009/3/21,,,2.096919714,0.169279609,,,-0.783396458,,0.211883235,-0.015910154,0.351060529,0.105764326,,,,,,,,,,,-0.97799269,,,,-0.496693434,,-0.783396458,,,1.265467858
2009/3/22,,,2.096919714,0.169279609,,,-0.783396458,,0.211883235,-0.015910154,0.351060529,0.105764326,,,,,,,,,,,-0.97799269,,,,-0.496693434,,-0.783396458,,,1.265467858
2009/3/23,,,2.102137573,0.170065936,,,-0.783498823,,0.171231219,-0.015910154,0.351060529,0.105764326,,,,,,,,,,,-0.980505635,,,,-0.587072902,,-0.783498823,,,1.286284357
2009/3/24,,,2.097146114,0.176653287,,,-0.784965924,,0.159000418,-0.015910154,0.351060529,0.105764326,,,,,,,,,,,-0.980505635,,,,-0.587072902,,-0.784965924,,,1.290013799
2009/3/25,,,2.093576072,0.166065121,,,-0.786657189,,0.16516351,-0.015910154,0.351060529,0.105764326,,,,,,,,,,,-0.980502171,,,,-0.592347662,,-0.786657189,,,1.280062232
2009/3/26,,,2.100215477,0.174357102,,,-0.787970711,,0.17305784,-0.015910154,0.351060529,0.105764326,,,,,,,,,,,-0.980496229,,,,-0.592347662,,-0.787970711,,,1.249738703
2009/3/27,,,2.112952888,0.164098393,,,-0.78828496,,0.187457276,-0.015910154,0.346741587,0.146743751,,,,,,,,,,,-0.980496229,,,,-0.584474886,,-0.78828496,,,1.246489984
2009/3/28,,,2.12111714,0.163980665,,,-0.787319763,,0.522993382,-0.015910154,0.364522262,0.11840796,,,,,,,,,,,-0.980539226,,,,-0.50626754,,-0.787319763,,,1.38549249
2009/3/29,,,2.12111714,0.163980665,,,-0.787319763,,0.522993382,-0.015910154,0.364522262,0.11840796,,,,,,,,,,,-0.980539226,,,,-0.50626754,,-0.787319763,,,1.38549249
2009/3/30,,,2.126043341,0.165201863,,,-0.787531807,,0.526019571,-0.060832943,0.364522262,0.11840796,,,,,,,,,,,-0.980539226,,,,-0.515622077,,-0.787531807,,,1.383700318
2009/3/31,,,2.116826323,0.165193468,,,-0.791330751,,0.540265122,-0.104417671,0.364522262,0.11840796,,,,,,,,,,,-0.980534293,,,,-0.515622077,,-0.791330751,,,1.389727665
2009/4/1,,,2.12409457,0.11535129,,,-0.792514154,,0.52726447,-0.104417671,0.364522262,0.11840796,,,,,,,,,,,-0.980336935,,,,-0.515622077,,-0.792514154,,,1.392697098
2009/4/2,,,2.126398747,0.111464763,,,-0.794563513,,0.533566096,-0.104417671,0.364522262,0.11840796,,,,,,,,,,,-0.980385146,,,,-0.515622077,,-0.794563513,,,1.425816014
2009/4/3,,,2.107705279,0.117056569,,,-0.798597504,,0.530983513,-0.104417671,0.304602448,0.129187396,,,,,,,,,,,-0.980478381,,,,-0.494877549,,-0.798597504,,,1.485598967
2009/4/4,,,2.110739065,0.117056569,,,-0.798597504,,0.530983513,-0.104417671,0.304602448,0.119165023,,,,,,,,,,,-0.980478381,,,,-0.494877549,,-0.798597504,,,1.434273578
2009/4/5,,,2.110739065,0.117056569,,,-0.798597504,,0.530983513,-0.104417671,0.304602448,0.119165023,,,,,,,,,,,-0.980478381,,,,-0.494877549,,-0.798597504,,,1.434273578
2009/4/6,,,2.10876445,0.125284486,,,-0.798597504,,0.530983513,-0.104417671,0.304602448,0.119165023,,,,,,,,,,,-0.980478381,,,,-0.494877549,,-0.798597504,,,1.44377872
2009/4/7,,,2.142421515,0.12512784,,,-0.801222618,,0.533115406,-0.104417671,0.304602448,0.119165023,,,,,,,,,,,-0.980277856,,,,-0.499658503,,-0.801222618,,,1.447932106
2009/4/8,,,2.177645514,0.124992299,,,-0.801219512,,0.539198408,-0.104417671,0.304602448,0.119165023,,,,,,,,,,,-0.980275324,,,,-0.499853644,,-0.801219512,,,1.480717346
2009/4/9,,,2.186727462,0.124123462,,,-0.801756334,,0.537066515,-0.128479657,0.304602448,0.119165023,,,,,,,,,,,-0.980269243,,,,-0.471167919,,-0.801756334,,,1.429542173
2009/4/10,,,2.191628581,0.125080343,,,-0.804286859,,0.532802729,-0.128479657,0.324298621,0.127054569,,,,,,,,,,,-0.980269243,,,,-0.44189677,,-0.804286859,,,1.408749004
2009/4/11,,,2.155830119,0.123598695,,,-0.80620847,,0.488338715,-0.128479657,0.328427828,0.12761059,,,,,,,,,,,-0.980266201,,,,-0.382222702,,-0.80620847,,,1.423713787
2009/4/12,,,2.155830119,0.123598695,,,-0.80620847,,0.488338715,-0.128479657,0.328427828,0.12761059,,,,,,,,,,,-0.980266201,,,,-0.382222702,,-0.80620847,,,1.423713787
2009/4/13,,,2.154639103,0.12354815,,,-0.805216701,,0.473020342,-0.128479657,0.328427828,0.12761059,,,,,,,,,,,-0.980266201,,,,-0.382222702,,-0.805216701,,,1.423713787
2009/4/14,,,2.25258703,0.123505985,,,-0.80696919,,0.484695427,-0.128479657,0.328427828,0.12761059,,,,,,,,,,,-0.969855866,,,,-0.295820283,,-0.80696919,,,1.427114206
2009/4/15,,,2.246618585,0.124802877,,,-0.804290072,,0.485054235,-0.128479657,0.328427828,0.12761059,,,,,,,,,,,-0.959620687,,,,-0.295820283,,-0.804290072,,,1.420140373
2009/4/16,,,2.241436575,0.105676741,,,-0.806005069,,0.642157269,-0.128479657,0.328427828,0.12761059,,,,,,,,,,,-0.959620687,,,,-0.295820283,,-0.806005069,,,1.42143001
2009/4/17,,,2.25351221,0.105729643,,,-0.805507078,,0.643923712,-0.128479657,0.343234721,0.126623911,,,,,,,,,,,-0.95893283,,,,-0.295820283,,-0.805507078,,,1.385596808
2009/4/18,,,2.213995662,0.105729643,,,-0.805921053,,0.468647516,-0.128479657,0.353010494,0.106606364,,,,,,,,,,,-0.958917757,,,,-0.205071934,,-0.805921053,,,1.349041826
2009/4/19,,,2.213995662,0.105729643,,,-0.805921053,,0.468647516,-0.128479657,0.353010494,0.106606364,,,,,,,,,,,-0.958917757,,,,-0.205071934,,-0.805921053,,,1.349041826
2009/4/20,,,2.206710947,0.106888648,,,-0.8062113,,0.384292936,-0.138329764,0.353010494,0.106606364,,,,,,,,,,,-0.958917757,,,,-0.244696416,,-0.8062113,,,1.347165902
2009/4/21,,,2.196114038,0.107876507,,,-0.808206015,,0.387094362,-0.186413263,0.353010494,0.106606364,,,,,,,,,,,-0.959362033,,,,-0.290904657,,-0.808206015,,,1.335114658
2009/4/22,,,2.205895227,0.099627134,,,-0.807898773,,0.375439735,-0.186413263,0.353010494,0.106606364,,,,,,,,,,,-0.958899439,,,,-0.478541819,,-0.807898773,,,1.352590604
2009/4/23,,,2.215704476,0.09964057,,,-0.805800757,,0.369651456,-0.186413263,0.353010494,0.106606364,,,,,,,,,,,-0.958845467,,,,-0.479761034,,-0.805800757,,,1.37434632
2009/4/24,,,2.195893695,0.10350036,,,-0.805954228,,0.372918304,-0.186413263,0.341545075,0.116782426,,,,,,,,,,,-0.958845467,,,,-0.483296757,,-0.805954228,,,1.370772668
2009/4/25,,,2.187932219,0.096093519,,,-0.807039537,,0.662665766,-0.186413263,0.362451269,0.137732434,,,,,,,,,,,-0.958845467,,,,-0.420642515,,-0.807039537,,,1.411093773
2009/4/26,,,2.187932219,0.096093519,,,-0.807039537,,0.662665766,-0.186413263,0.362451269,0.137732434,,,,,,,,,,,-0.958845467,,,,-0.420642515,,-0.807039537,,,1.411093773
2009/4/27,,,2.196147648,0.095298475,,,-0.805689489,,0.674146611,-0.186413263,0.362451269,0.137732434,,,,,,,,,,,-0.959055573,,,,-0.423923445,,-0.805689489,,,1.391180868
2009/4/28,,,2.219795081,0.095285388,,,-0.809245229,,0.67030943,-0.186413263,0.362451269,0.137732434,,,,,,,,,,,-0.959269516,,,,-0.425427204,,-0.809245229,,,1.366093029
2009/4/29,,,2.257302459,0.096226101,,,-0.811731315,,0.67030943,-0.186413263,0.362451269,0.137732434,,,,,,,,,,,-0.959677211,,,,-0.426247437,,-0.811731315,,,1.379801907
2009/4/30,,,2.242676368,0.093985498,,,-0.812440555,,0.760735204,-0.214340491,0.36079223,0.132631233,,,,,,,,,,,-0.960699594,,,,-0.363636364,,-0.812440555,,,1.390010034
2009/5/1,,,2.263984349,0.093948516,,,-0.812440555,,0.760735204,-0.214340491,0.36079223,0.132631233,,,,,,,,,,,-0.960699594,,,,-0.363636364,,-0.812440555,,,1.361270774
2009/5/2,,,2.276774465,0.093975864,,,-0.812440555,,0.760735204,-0.214340491,0.36079223,0.132631233,,,,,,,,,,,-0.960699594,,,,-0.363636364,,-0.812440555,,,1.360094576
2009/5/3,,,2.276774465,0.093975864,,,-0.812440555,,0.760735204,-0.214340491,0.36079223,0.132631233,,,,,,,,,,,-0.960699594,,,,-0.363636364,,-0.812440555,,,1.360094576
2009/5/4,,,2.276774465,0.093963493,,,-0.813772113,,0.760735204,-0.214340491,0.37842872,0.132631233,,,,,,,,,,,-0.960699594,,,,-0.364251654,,-0.813772113,,,1.360426657
2009/5/5,,,2.280907153,0.093155659,,,-0.813823222,,0.760735204,-0.214340491,0.37842872,0.132631233,,,,,,,,,,,-0.970544994,,,,-0.363021074,,-0.813823222,,,1.363574778
2009/5/6,,,2.320736728,0.097768487,,,-0.814628115,,0.760735204,-0.214340491,0.37842872,0.132631233,,,,,,,,,,,-0.970394904,,,,-0.366097523,,-0.814628115,,,1.334794972
2009/5/7,,,2.316634967,0.10579126,,,-0.816161038,,0.760735204,-0.214340491,0.37842872,0.132631233,,,,,,,,,,,-0.943334535,,,,-0.366712813,,-0.816161038,,,1.366075803
2009/5/8,,,2.331179052,0.105861449,,,-0.81368858,,0.760735204,-0.214340491,0.386878252,0.150238605,,,,,,,,,,,-0.958472787,,,,-0.366866636,,-0.81368858,,,1.364493928
2009/5/9,,,2.306903109,0.104290824,,,-0.812694099,,0.763531471,-0.214340491,0.378757785,0.124517375,,,,,,,,,,,-0.957158035,,,,-0.303081612,,-0.812694099,,,1.361379486
2009/5/10,,,2.306903109,0.104290824,,,-0.812694099,,0.763531471,-0.214340491,0.378757785,0.124517375,,,,,,,,,,,-0.957158035,,,,-0.303081612,,-0.812694099,,,1.361379486
2009/5/11,,,2.311108902,0.104282504,,,-0.811820652,,0.788941466,-0.130368098,0.378757785,0.124517375,,,,,,,,,,,-0.947755644,,,,-0.304436167,,-0.811820652,,,1.351350267
2009/5/12,,,2.326107873,0.104282504,,,-0.81207267,,0.795650483,-0.154046997,0.378757785,0.124517375,,,,,,,,,,,-0.947730655,,,,-0.304436167,,-0.81207267,,,1.353665398
2009/5/13,,,2.337681315,0.120905174,,,-0.810444684,,0.808938873,-0.154046997,0.378757785,0.124517375,,,,,,,,,,,-0.914927387,,,,-0.30104978,,-0.810444684,,,1.36611974
2009/5/14,,,2.34792612,0.098666709,,,-0.808533917,,0.87463538,-0.154046997,0.378757785,0.124517375,,,,,,,,,,,-0.922519653,,,,-0.087707416,,-0.808533917,,,1.37363794
2009/5/15,,,2.396030755,0.121300351,,,-0.813751868,,0.965374996,-0.154046997,0.399080338,0.133204633,,,,,,,,,,,-0.895088629,,,,-0.087876736,,-0.813751868,,,1.393983273
2009/5/16,,,2.381752988,0.141311166,,,-0.813342655,,0.527902631,-0.154046997,0.416036269,0.123624182,,,,,,,,,,,-0.892769306,,,,-0.059696282,,-0.813342655,,,1.371088698
2009/5/17,,,2.381752988,0.141311166,,,-0.813342655,,0.527902631,-0.154046997,0.416036269,0.123624182,,,,,,,,,,,-0.892769306,,,,-0.059696282,,-0.813342655,,,1.371088698
2009/5/18,,,2.390872835,0.141283647,,,-0.814241486,,0.788672289,-0.154046997,0.416036269,0.123624182,,,,,,,,,,,-0.892769306,,,,-0.060045383,,-0.814241486,,,1.384190597
2009/5/19,,,2.465261659,0.122761723,,,-0.841374488,,0.813211382,-0.154046997,0.416036269,0.123624182,,,,,,,,,,,-0.974326024,,,,-0.063361843,,-0.841374488,,,1.302210124
2009/5/20,,,2.468355468,0.122748931,,,-0.839465906,,0.711716952,-0.253211009,0.416036269,0.123624182,,,,,,,,,,,-0.968207212,,,,-0.030546343,,-0.839465906,,,1.294296479
2009/5/21,,,2.483312,0.093648203,,,-0.837617299,,0.665689372,-0.253211009,0.416036269,0.123624182,,,,,,,,,,,-0.963189291,,,,-0.036830162,,-0.837617299,,,1.291677769
2009/5/22,,,2.46499017,0.093574669,,,-0.837735849,,0.59796796,-0.253211009,0.393687473,0.126335939,,,,,,,,,,,-0.962468476,,,,-0.034735556,,-0.837735849,,,1.284161048
2009/5/23,,,2.483695894,0.093574669,,,-0.837901172,,0.982960397,-0.253211009,0.39180033,0.117600506,,,,,,,,,,,-0.960642987,,,,0.563914027,,-0.837901172,,,1.277118869
2009/5/24,,,2.483695894,0.093574669,,,-0.837901172,,0.982960397,-0.253211009,0.39180033,0.117600506,,,,,,,,,,,-0.960642987,,,,0.563914027,,-0.837901172,,,1.277118869
