"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1114","","","","","","","","","","","","","","","","","","","",""
"1115","","","","","","","","","","","","","","","","","","","",""
"1116","","","","","","","","","","","","","","","","","","","",""
"1117","","","","","","","","","","","","","","","","","","","",""
"1118","","","","","","","","","","","","","","","","","","","",""
"1119","","","","","","","","","","","","","","","","","","","",""
"1120","","","","","","","","","","","","","","","","","","","",""
"1121","20130816","AG","C","FG","J","P","PTA","","","","","","","","","","","","",""
"1122","","","","","","","","","","","","","","","","","","","",""
"1123","","","","","","","","","","","","","","","","","","","",""
"1124","","","","","","","","","","","","","","","","","","","",""
"1125","","","","","","","","","","","","","","","","","","","",""
"1126","","","","","","","","","","","","","","","","","","","",""
"1127","","","","","","","","","","","","","","","","","","","",""
"1128","","","","","","","","","","","","","","","","","","","",""
"1129","","","","","","","","","","","","","","","","","","","",""
"1130","","","","","","","","","","","","","","","","","","","",""
"1131","20130830","A","J","L","PTA","RB","","","","","","","","","","","","","",""
"1132","","","","","","","","","","","","","","","","","","","",""
"1133","","","","","","","","","","","","","","","","","","","",""
"1134","","","","","","","","","","","","","","","","","","","",""
"1135","","","","","","","","","","","","","","","","","","","",""
"1136","","","","","","","","","","","","","","","","","","","",""
"1137","","","","","","","","","","","","","","","","","","","",""
"1138","","","","","","","","","","","","","","","","","","","",""
"1139","","","","","","","","","","","","","","","","","","","",""
"1140","","","","","","","","","","","","","","","","","","","",""
"1141","20130913","A","J","L","RB","","","","","","","","","","","","","","",""
"1142","","","","","","","","","","","","","","","","","","","",""
"1143","","","","","","","","","","","","","","","","","","","",""
"1144","","","","","","","","","","","","","","","","","","","",""
"1145","","","","","","","","","","","","","","","","","","","",""
"1146","","","","","","","","","","","","","","","","","","","",""
"1147","","","","","","","","","","","","","","","","","","","",""
"1148","","","","","","","","","","","","","","","","","","","",""
"1149","","","","","","","","","","","","","","","","","","","",""
"1150","","","","","","","","","","","","","","","","","","","",""
"1151","20131008","FG","J","PTA","RB","","","","","","","","","","","","","","",""
"1152","","","","","","","","","","","","","","","","","","","",""
"1153","","","","","","","","","","","","","","","","","","","",""
"1154","","","","","","","","","","","","","","","","","","","",""
"1155","","","","","","","","","","","","","","","","","","","",""
"1156","","","","","","","","","","","","","","","","","","","",""
"1157","","","","","","","","","","","","","","","","","","","",""
"1158","","","","","","","","","","","","","","","","","","","",""
"1159","","","","","","","","","","","","","","","","","","","",""
"1160","","","","","","","","","","","","","","","","","","","",""
"1161","20131022","FG","RB","","","","","","","","","","","","","","","","",""
"1162","","","","","","","","","","","","","","","","","","","",""
"1163","","","","","","","","","","","","","","","","","","","",""
"1164","","","","","","","","","","","","","","","","","","","",""
"1165","","","","","","","","","","","","","","","","","","","",""
"1166","","","","","","","","","","","","","","","","","","","",""
"1167","","","","","","","","","","","","","","","","","","","",""
"1168","","","","","","","","","","","","","","","","","","","",""
"1169","","","","","","","","","","","","","","","","","","","",""
"1170","","","","","","","","","","","","","","","","","","","",""
"1171","20131105","C","FG","RB","","","","","","","","","","","","","","","",""
"1172","","","","","","","","","","","","","","","","","","","",""
"1173","","","","","","","","","","","","","","","","","","","",""
"1174","","","","","","","","","","","","","","","","","","","",""
"1175","","","","","","","","","","","","","","","","","","","",""
"1176","","","","","","","","","","","","","","","","","","","",""
"1177","","","","","","","","","","","","","","","","","","","",""
"1178","","","","","","","","","","","","","","","","","","","",""
"1179","","","","","","","","","","","","","","","","","","","",""
"1180","","","","","","","","","","","","","","","","","","","",""
"1181","20131119","C","FG","J","L","","","","","","","","","","","","","","",""
"1182","","","","","","","","","","","","","","","","","","","",""
"1183","","","","","","","","","","","","","","","","","","","",""
"1184","","","","","","","","","","","","","","","","","","","",""
"1185","","","","","","","","","","","","","","","","","","","",""
"1186","","","","","","","","","","","","","","","","","","","",""
"1187","","","","","","","","","","","","","","","","","","","",""
"1188","","","","","","","","","","","","","","","","","","","",""
"1189","","","","","","","","","","","","","","","","","","","",""
"1190","","","","","","","","","","","","","","","","","","","",""
"1191","20131203","C","FG","I","J","L","PTA","","","","","","","","","","","","",""
"1192","","","","","","","","","","","","","","","","","","","",""
"1193","","","","","","","","","","","","","","","","","","","",""
"1194","","","","","","","","","","","","","","","","","","","",""
"1195","","","","","","","","","","","","","","","","","","","",""
"1196","","","","","","","","","","","","","","","","","","","",""
"1197","","","","","","","","","","","","","","","","","","","",""
"1198","","","","","","","","","","","","","","","","","","","",""
"1199","","","","","","","","","","","","","","","","","","","",""
"1200","","","","","","","","","","","","","","","","","","","",""
"1201","20131217","C","I","J","PTA","","","","","","","","","","","","","","",""
"1202","","","","","","","","","","","","","","","","","","","",""
"1203","","","","","","","","","","","","","","","","","","","",""
"1204","","","","","","","","","","","","","","","","","","","",""
"1205","","","","","","","","","","","","","","","","","","","",""
"1206","","","","","","","","","","","","","","","","","","","",""
"1207","","","","","","","","","","","","","","","","","","","",""
"1208","","","","","","","","","","","","","","","","","","","",""
"1209","","","","","","","","","","","","","","","","","","","",""
"1210","","","","","","","","","","","","","","","","","","","",""
"1211","20131231","I","","","","","","","","","","","","","","","","","",""
"1212","","","","","","","","","","","","","","","","","","","",""
"1213","","","","","","","","","","","","","","","","","","","",""
"1214","","","","","","","","","","","","","","","","","","","",""
"1215","","","","","","","","","","","","","","","","","","","",""
"1216","","","","","","","","","","","","","","","","","","","",""
"1217","","","","","","","","","","","","","","","","","","","",""
"1218","","","","","","","","","","","","","","","","","","","",""
"1219","","","","","","","","","","","","","","","","","","","",""
"1220","","","","","","","","","","","","","","","","","","","",""
"1221","20140115","AL","I","RU","","","","","","","","","","","","","","","",""
"1222","","","","","","","","","","","","","","","","","","","",""
"1223","","","","","","","","","","","","","","","","","","","",""
"1224","","","","","","","","","","","","","","","","","","","",""
"1225","","","","","","","","","","","","","","","","","","","",""
"1226","","","","","","","","","","","","","","","","","","","",""
"1227","","","","","","","","","","","","","","","","","","","",""
"1228","","","","","","","","","","","","","","","","","","","",""
"1229","","","","","","","","","","","","","","","","","","","",""
"1230","","","","","","","","","","","","","","","","","","","",""
"1231","20140129","AL","FG","I","RB","RU","","","","","","","","","","","","","",""
"1232","","","","","","","","","","","","","","","","","","","",""
"1233","","","","","","","","","","","","","","","","","","","",""
"1234","","","","","","","","","","","","","","","","","","","",""
"1235","","","","","","","","","","","","","","","","","","","",""
"1236","","","","","","","","","","","","","","","","","","","",""
"1237","","","","","","","","","","","","","","","","","","","",""
"1238","","","","","","","","","","","","","","","","","","","",""
"1239","","","","","","","","","","","","","","","","","","","",""
"1240","","","","","","","","","","","","","","","","","","","",""
"1241","20140219","A","I","J","RB","RU","","","","","","","","","","","","","",""
"1242","","","","","","","","","","","","","","","","","","","",""
"1243","","","","","","","","","","","","","","","","","","","",""
"1244","","","","","","","","","","","","","","","","","","","",""
"1245","","","","","","","","","","","","","","","","","","","",""
"1246","","","","","","","","","","","","","","","","","","","",""
"1247","","","","","","","","","","","","","","","","","","","",""
"1248","","","","","","","","","","","","","","","","","","","",""
"1249","","","","","","","","","","","","","","","","","","","",""
"1250","","","","","","","","","","","","","","","","","","","",""
"1251","20140305","A","FG","I","J","M","RB","","","","","","","","","","","","",""
"1252","","","","","","","","","","","","","","","","","","","",""
"1253","","","","","","","","","","","","","","","","","","","",""
"1254","","","","","","","","","","","","","","","","","","","",""
"1255","","","","","","","","","","","","","","","","","","","",""
"1256","","","","","","","","","","","","","","","","","","","",""
"1257","","","","","","","","","","","","","","","","","","","",""
"1258","","","","","","","","","","","","","","","","","","","",""
"1259","","","","","","","","","","","","","","","","","","","",""
"1260","","","","","","","","","","","","","","","","","","","",""
"1261","20140319","A","AG","AL","CF","FG","I","J","M","PTA","SR","","","","","","","","",""
"1262","","","","","","","","","","","","","","","","","","","",""
"1263","","","","","","","","","","","","","","","","","","","",""
"1264","","","","","","","","","","","","","","","","","","","",""
"1265","","","","","","","","","","","","","","","","","","","",""
"1266","","","","","","","","","","","","","","","","","","","",""
"1267","","","","","","","","","","","","","","","","","","","",""
"1268","","","","","","","","","","","","","","","","","","","",""
"1269","","","","","","","","","","","","","","","","","","","",""
"1270","","","","","","","","","","","","","","","","","","","",""
"1271","20140402","A","AL","CF","FG","I","J","PTA","SR","","","","","","","","","","",""
"1272","","","","","","","","","","","","","","","","","","","",""
"1273","","","","","","","","","","","","","","","","","","","",""
"1274","","","","","","","","","","","","","","","","","","","",""
"1275","","","","","","","","","","","","","","","","","","","",""
"1276","","","","","","","","","","","","","","","","","","","",""
"1277","","","","","","","","","","","","","","","","","","","",""
"1278","","","","","","","","","","","","","","","","","","","",""
"1279","","","","","","","","","","","","","","","","","","","",""
"1280","","","","","","","","","","","","","","","","","","","",""
"1281","20140417","A","AL","CF","FG","SR","","","","","","","","","","","","","",""
"1282","","","","","","","","","","","","","","","","","","","",""
"1283","","","","","","","","","","","","","","","","","","","",""
"1284","","","","","","","","","","","","","","","","","","","",""
"1285","","","","","","","","","","","","","","","","","","","",""
"1286","","","","","","","","","","","","","","","","","","","",""
"1287","","","","","","","","","","","","","","","","","","","",""
"1288","","","","","","","","","","","","","","","","","","","",""
"1289","","","","","","","","","","","","","","","","","","","",""
"1290","","","","","","","","","","","","","","","","","","","",""
"1291","20140505","A","AL","AU","FG","I","J","L","Y","","","","","","","","","","",""
"1292","","","","","","","","","","","","","","","","","","","",""
"1293","","","","","","","","","","","","","","","","","","","",""
"1294","","","","","","","","","","","","","","","","","","","",""
"1295","","","","","","","","","","","","","","","","","","","",""
"1296","","","","","","","","","","","","","","","","","","","",""
"1297","","","","","","","","","","","","","","","","","","","",""
"1298","","","","","","","","","","","","","","","","","","","",""
"1299","","","","","","","","","","","","","","","","","","","",""
"1300","","","","","","","","","","","","","","","","","","","",""
"1301","20140519","AU","FG","I","J","L","Y","ZC","","","","","","","","","","","",""
"1302","","","","","","","","","","","","","","","","","","","",""
"1303","","","","","","","","","","","","","","","","","","","",""
"1304","","","","","","","","","","","","","","","","","","","",""
"1305","","","","","","","","","","","","","","","","","","","",""
"1306","","","","","","","","","","","","","","","","","","","",""
"1307","","","","","","","","","","","","","","","","","","","",""
"1308","","","","","","","","","","","","","","","","","","","",""
"1309","","","","","","","","","","","","","","","","","","","",""
"1310","","","","","","","","","","","","","","","","","","","",""
"1311","20140603","AU","FG","J","M","RU","Y","","","","","","","","","","","","",""
"1312","","","","","","","","","","","","","","","","","","","",""
"1313","","","","","","","","","","","","","","","","","","","",""
"1314","","","","","","","","","","","","","","","","","","","",""
"1315","","","","","","","","","","","","","","","","","","","",""
"1316","","","","","","","","","","","","","","","","","","","",""
"1317","","","","","","","","","","","","","","","","","","","",""
"1318","","","","","","","","","","","","","","","","","","","",""
"1319","","","","","","","","","","","","","","","","","","","",""
"1320","","","","","","","","","","","","","","","","","","","",""
"1321","20140617","AU","FG","M","MA","RU","Y","","","","","","","","","","","","",""
"1322","","","","","","","","","","","","","","","","","","","",""
"1323","","","","","","","","","","","","","","","","","","","",""
"1324","","","","","","","","","","","","","","","","","","","",""
"1325","","","","","","","","","","","","","","","","","","","",""
"1326","","","","","","","","","","","","","","","","","","","",""
"1327","","","","","","","","","","","","","","","","","","","",""
"1328","","","","","","","","","","","","","","","","","","","",""
"1329","","","","","","","","","","","","","","","","","","","",""
"1330","","","","","","","","","","","","","","","","","","","",""
"1331","20140701","AU","FG","MA","Y","","","","","","","","","","","","","","",""
"1332","","","","","","","","","","","","","","","","","","","",""
"1333","","","","","","","","","","","","","","","","","","","",""
"1334","","","","","","","","","","","","","","","","","","","",""
"1335","","","","","","","","","","","","","","","","","","","",""
"1336","","","","","","","","","","","","","","","","","","","",""
"1337","","","","","","","","","","","","","","","","","","","",""
"1338","","","","","","","","","","","","","","","","","","","",""
"1339","","","","","","","","","","","","","","","","","","","",""
"1340","","","","","","","","","","","","","","","","","","","",""
"1341","20140715","AU","FG","J","MA","Y","","","","","","","","","","","","","",""
"1342","","","","","","","","","","","","","","","","","","","",""
"1343","","","","","","","","","","","","","","","","","","","",""
"1344","","","","","","","","","","","","","","","","","","","",""
"1345","","","","","","","","","","","","","","","","","","","",""
"1346","","","","","","","","","","","","","","","","","","","",""
"1347","","","","","","","","","","","","","","","","","","","",""
"1348","","","","","","","","","","","","","","","","","","","",""
"1349","","","","","","","","","","","","","","","","","","","",""
"1350","","","","","","","","","","","","","","","","","","","",""
"1351","20140729","AU","FG","J","MA","Y","","","","","","","","","","","","","",""
"1352","","","","","","","","","","","","","","","","","","","",""
"1353","","","","","","","","","","","","","","","","","","","",""
"1354","","","","","","","","","","","","","","","","","","","",""
"1355","","","","","","","","","","","","","","","","","","","",""
"1356","","","","","","","","","","","","","","","","","","","",""
"1357","","","","","","","","","","","","","","","","","","","",""
"1358","","","","","","","","","","","","","","","","","","","",""
"1359","","","","","","","","","","","","","","","","","","","",""
"1360","","","","","","","","","","","","","","","","","","","",""
"1361","20140812","AU","FG","L","MA","","","","","","","","","","","","","","",""
"1362","","","","","","","","","","","","","","","","","","","",""
"1363","","","","","","","","","","","","","","","","","","","",""
"1364","","","","","","","","","","","","","","","","","","","",""
"1365","","","","","","","","","","","","","","","","","","","",""
"1366","","","","","","","","","","","","","","","","","","","",""
"1367","","","","","","","","","","","","","","","","","","","",""
"1368","","","","","","","","","","","","","","","","","","","",""
"1369","","","","","","","","","","","","","","","","","","","",""
"1370","","","","","","","","","","","","","","","","","","","",""
"1371","20140826","A","AG","AU","FG","M","MA","ZC","","","","","","","","","","","",""
"1372","","","","","","","","","","","","","","","","","","","",""
"1373","","","","","","","","","","","","","","","","","","","",""
"1374","","","","","","","","","","","","","","","","","","","",""
"1375","","","","","","","","","","","","","","","","","","","",""
"1376","","","","","","","","","","","","","","","","","","","",""
"1377","","","","","","","","","","","","","","","","","","","",""
"1378","","","","","","","","","","","","","","","","","","","",""
"1379","","","","","","","","","","","","","","","","","","","",""
"1380","","","","","","","","","","","","","","","","","","","",""
"1381","20140910","A","AG","M","MA","PB","Y","ZC","","","","","","","","","","","",""
"1382","","","","","","","","","","","","","","","","","","","",""
"1383","","","","","","","","","","","","","","","","","","","",""
"1384","","","","","","","","","","","","","","","","","","","",""
"1385","","","","","","","","","","","","","","","","","","","",""
"1386","","","","","","","","","","","","","","","","","","","",""
"1387","","","","","","","","","","","","","","","","","","","",""
"1388","","","","","","","","","","","","","","","","","","","",""
"1389","","","","","","","","","","","","","","","","","","","",""
"1390","","","","","","","","","","","","","","","","","","","",""
"1391","20140924","A","AG","CF","I","MA","PTA","SR","Y","ZC","","","","","","","","","",""
"1392","","","","","","","","","","","","","","","","","","","",""
"1393","","","","","","","","","","","","","","","","","","","",""
"1394","","","","","","","","","","","","","","","","","","","",""
"1395","","","","","","","","","","","","","","","","","","","",""
"1396","","","","","","","","","","","","","","","","","","","",""
"1397","","","","","","","","","","","","","","","","","","","",""
"1398","","","","","","","","","","","","","","","","","","","",""
"1399","","","","","","","","","","","","","","","","","","","",""
"1400","","","","","","","","","","","","","","","","","","","",""
"1401","20141015","A","M","MA","OI","ZC","","","","","","","","","","","","","",""
"1402","","","","","","","","","","","","","","","","","","","",""
"1403","","","","","","","","","","","","","","","","","","","",""
"1404","","","","","","","","","","","","","","","","","","","",""
"1405","","","","","","","","","","","","","","","","","","","",""
"1406","","","","","","","","","","","","","","","","","","","",""
"1407","","","","","","","","","","","","","","","","","","","",""
"1408","","","","","","","","","","","","","","","","","","","",""
"1409","","","","","","","","","","","","","","","","","","","",""
"1410","","","","","","","","","","","","","","","","","","","",""
"1411","20141029","CF","FG","L","M","MA","OI","RU","SR","ZC","","","","","","","","","",""
"1412","","","","","","","","","","","","","","","","","","","",""
"1413","","","","","","","","","","","","","","","","","","","",""
"1414","","","","","","","","","","","","","","","","","","","",""
"1415","","","","","","","","","","","","","","","","","","","",""
"1416","","","","","","","","","","","","","","","","","","","",""
"1417","","","","","","","","","","","","","","","","","","","",""
"1418","","","","","","","","","","","","","","","","","","","",""
"1419","","","","","","","","","","","","","","","","","","","",""
"1420","","","","","","","","","","","","","","","","","","","",""
"1421","20141112","C","CF","FG","L","OI","RU","SR","ZC","","","","","","","","","","",""
"1422","","","","","","","","","","","","","","","","","","","",""
"1423","","","","","","","","","","","","","","","","","","","",""
"1424","","","","","","","","","","","","","","","","","","","",""
"1425","","","","","","","","","","","","","","","","","","","",""
"1426","","","","","","","","","","","","","","","","","","","",""
"1427","","","","","","","","","","","","","","","","","","","",""
"1428","","","","","","","","","","","","","","","","","","","",""
"1429","","","","","","","","","","","","","","","","","","","",""
"1430","","","","","","","","","","","","","","","","","","","",""
"1431","20141126","A","C","CF","OI","SR","ZC","","","","","","","","","","","","",""
"1432","","","","","","","","","","","","","","","","","","","",""
"1433","","","","","","","","","","","","","","","","","","","",""
"1434","","","","","","","","","","","","","","","","","","","",""
"1435","","","","","","","","","","","","","","","","","","","",""
"1436","","","","","","","","","","","","","","","","","","","",""
"1437","","","","","","","","","","","","","","","","","","","",""
"1438","","","","","","","","","","","","","","","","","","","",""
"1439","","","","","","","","","","","","","","","","","","","",""
"1440","","","","","","","","","","","","","","","","","","","",""
"1441","20141210","C","CF","M","SR","ZC","","","","","","","","","","","","","",""
"1442","","","","","","","","","","","","","","","","","","","",""
"1443","","","","","","","","","","","","","","","","","","","",""
"1444","","","","","","","","","","","","","","","","","","","",""
"1445","","","","","","","","","","","","","","","","","","","",""
"1446","","","","","","","","","","","","","","","","","","","",""
"1447","","","","","","","","","","","","","","","","","","","",""
"1448","","","","","","","","","","","","","","","","","","","",""
"1449","","","","","","","","","","","","","","","","","","","",""
"1450","","","","","","","","","","","","","","","","","","","",""
"1451","20141224","CF","SR","ZC","","","","","","","","","","","","","","","",""
"1452","","","","","","","","","","","","","","","","","","","",""
"1453","","","","","","","","","","","","","","","","","","","",""
"1454","","","","","","","","","","","","","","","","","","","",""
"1455","","","","","","","","","","","","","","","","","","","",""
"1456","","","","","","","","","","","","","","","","","","","",""
"1457","","","","","","","","","","","","","","","","","","","",""
"1458","","","","","","","","","","","","","","","","","","","",""
"1459","","","","","","","","","","","","","","","","","","","",""
"1460","","","","","","","","","","","","","","","","","","","",""
"1461","20150109","A","CF","MA","SR","","","","","","","","","","","","","","",""
"1462","","","","","","","","","","","","","","","","","","","",""
"1463","","","","","","","","","","","","","","","","","","","",""
"1464","","","","","","","","","","","","","","","","","","","",""
"1465","","","","","","","","","","","","","","","","","","","",""
"1466","","","","","","","","","","","","","","","","","","","",""
"1467","","","","","","","","","","","","","","","","","","","",""
"1468","","","","","","","","","","","","","","","","","","","",""
"1469","","","","","","","","","","","","","","","","","","","",""
"1470","","","","","","","","","","","","","","","","","","","",""
"1471","20150123","A","CF","L","M","SR","","","","","","","","","","","","","",""
"1472","","","","","","","","","","","","","","","","","","","",""
"1473","","","","","","","","","","","","","","","","","","","",""
"1474","","","","","","","","","","","","","","","","","","","",""
"1475","","","","","","","","","","","","","","","","","","","",""
"1476","","","","","","","","","","","","","","","","","","","",""
"1477","","","","","","","","","","","","","","","","","","","",""
"1478","","","","","","","","","","","","","","","","","","","",""
"1479","","","","","","","","","","","","","","","","","","","",""
"1480","","","","","","","","","","","","","","","","","","","",""
"1481","20150206","A","AU","CF","L","M","SR","","","","","","","","","","","","",""
"1482","","","","","","","","","","","","","","","","","","","",""
"1483","","","","","","","","","","","","","","","","","","","",""
"1484","","","","","","","","","","","","","","","","","","","",""
"1485","","","","","","","","","","","","","","","","","","","",""
"1486","","","","","","","","","","","","","","","","","","","",""
"1487","","","","","","","","","","","","","","","","","","","",""
"1488","","","","","","","","","","","","","","","","","","","",""
"1489","","","","","","","","","","","","","","","","","","","",""
"1490","","","","","","","","","","","","","","","","","","","",""
"1491","20150227","AU","CF","CU","FG","SR","","","","","","","","","","","","","",""
"1492","","","","","","","","","","","","","","","","","","","",""
"1493","","","","","","","","","","","","","","","","","","","",""
"1494","","","","","","","","","","","","","","","","","","","",""
"1495","","","","","","","","","","","","","","","","","","","",""
"1496","","","","","","","","","","","","","","","","","","","",""
"1497","","","","","","","","","","","","","","","","","","","",""
"1498","","","","","","","","","","","","","","","","","","","",""
"1499","","","","","","","","","","","","","","","","","","","",""
"1500","","","","","","","","","","","","","","","","","","","",""
"1501","20150313","CF","CU","FG","MA","SR","","","","","","","","","","","","","",""
"1502","","","","","","","","","","","","","","","","","","","",""
"1503","","","","","","","","","","","","","","","","","","","",""
"1504","","","","","","","","","","","","","","","","","","","",""
"1505","","","","","","","","","","","","","","","","","","","",""
"1506","","","","","","","","","","","","","","","","","","","",""
"1507","","","","","","","","","","","","","","","","","","","",""
"1508","","","","","","","","","","","","","","","","","","","",""
"1509","","","","","","","","","","","","","","","","","","","",""
"1510","","","","","","","","","","","","","","","","","","","",""
"1511","20150327","CF","CU","FG","PTA","SR","ZC","","","","","","","","","","","","",""
"1512","","","","","","","","","","","","","","","","","","","",""
"1513","","","","","","","","","","","","","","","","","","","",""
"1514","","","","","","","","","","","","","","","","","","","",""
"1515","","","","","","","","","","","","","","","","","","","",""
"1516","","","","","","","","","","","","","","","","","","","",""
"1517","","","","","","","","","","","","","","","","","","","",""
"1518","","","","","","","","","","","","","","","","","","","",""
"1519","","","","","","","","","","","","","","","","","","","",""
"1520","","","","","","","","","","","","","","","","","","","",""
"1521","20150413","C","CU","PTA","PVC","ZC","","","","","","","","","","","","","",""
"1522","","","","","","","","","","","","","","","","","","","",""
"1523","","","","","","","","","","","","","","","","","","","",""
"1524","","","","","","","","","","","","","","","","","","","",""
"1525","","","","","","","","","","","","","","","","","","","",""
"1526","","","","","","","","","","","","","","","","","","","",""
"1527","","","","","","","","","","","","","","","","","","","",""
"1528","","","","","","","","","","","","","","","","","","","",""
"1529","","","","","","","","","","","","","","","","","","","",""
"1530","","","","","","","","","","","","","","","","","","","",""
"1531","20150427","AG","C","CF","CU","NI","PTA","SR","","","","","","","","","","","",""
"1532","","","","","","","","","","","","","","","","","","","",""
"1533","","","","","","","","","","","","","","","","","","","",""
"1534","","","","","","","","","","","","","","","","","","","",""
"1535","","","","","","","","","","","","","","","","","","","",""
"1536","","","","","","","","","","","","","","","","","","","",""
"1537","","","","","","","","","","","","","","","","","","","",""
"1538","","","","","","","","","","","","","","","","","","","",""
"1539","","","","","","","","","","","","","","","","","","","",""
"1540","","","","","","","","","","","","","","","","","","","",""
"1541","20150512","AG","C","CF","CU","NI","PTA","SR","","","","","","","","","","","",""
"1542","","","","","","","","","","","","","","","","","","","",""
"1543","","","","","","","","","","","","","","","","","","","",""
"1544","","","","","","","","","","","","","","","","","","","",""
"1545","","","","","","","","","","","","","","","","","","","",""
"1546","","","","","","","","","","","","","","","","","","","",""
"1547","","","","","","","","","","","","","","","","","","","",""
"1548","","","","","","","","","","","","","","","","","","","",""
"1549","","","","","","","","","","","","","","","","","","","",""
"1550","","","","","","","","","","","","","","","","","","","",""
"1551","20150526","AG","C","CF","CU","FG","NI","PTA","PVC","SR","","","","","","","","","",""
"1552","","","","","","","","","","","","","","","","","","","",""
"1553","","","","","","","","","","","","","","","","","","","",""
"1554","","","","","","","","","","","","","","","","","","","",""
"1555","","","","","","","","","","","","","","","","","","","",""
"1556","","","","","","","","","","","","","","","","","","","",""
"1557","","","","","","","","","","","","","","","","","","","",""
"1558","","","","","","","","","","","","","","","","","","","",""
"1559","","","","","","","","","","","","","","","","","","","",""
"1560","","","","","","","","","","","","","","","","","","","",""
"1561","20150609","AG","BU","C","CF","CU","FG","L","NI","PTA","SR","","","","","","","","",""
"1562","","","","","","","","","","","","","","","","","","","",""
"1563","","","","","","","","","","","","","","","","","","","",""
"1564","","","","","","","","","","","","","","","","","","","",""
"1565","","","","","","","","","","","","","","","","","","","",""
"1566","","","","","","","","","","","","","","","","","","","",""
"1567","","","","","","","","","","","","","","","","","","","",""
"1568","","","","","","","","","","","","","","","","","","","",""
"1569","","","","","","","","","","","","","","","","","","","",""
"1570","","","","","","","","","","","","","","","","","","","",""
"1571","20150624","AG","BU","C","CF","CU","L","PTA","RB","SR","","","","","","","","","",""
"1572","","","","","","","","","","","","","","","","","","","",""
"1573","","","","","","","","","","","","","","","","","","","",""
"1574","","","","","","","","","","","","","","","","","","","",""
"1575","","","","","","","","","","","","","","","","","","","",""
"1576","","","","","","","","","","","","","","","","","","","",""
"1577","","","","","","","","","","","","","","","","","","","",""
"1578","","","","","","","","","","","","","","","","","","","",""
"1579","","","","","","","","","","","","","","","","","","","",""
"1580","","","","","","","","","","","","","","","","","","","",""
"1581","20150708","AG","BU","CF","CU","PP","PTA","RB","SR","","","","","","","","","","",""
"1582","","","","","","","","","","","","","","","","","","","",""
"1583","","","","","","","","","","","","","","","","","","","",""
"1584","","","","","","","","","","","","","","","","","","","",""
"1585","","","","","","","","","","","","","","","","","","","",""
"1586","","","","","","","","","","","","","","","","","","","",""
"1587","","","","","","","","","","","","","","","","","","","",""
"1588","","","","","","","","","","","","","","","","","","","",""
"1589","","","","","","","","","","","","","","","","","","","",""
"1590","","","","","","","","","","","","","","","","","","","",""
"1591","20150722","BU","L","PP","PTA","RB","","","","","","","","","","","","","",""
"1592","","","","","","","","","","","","","","","","","","","",""
"1593","","","","","","","","","","","","","","","","","","","",""
"1594","","","","","","","","","","","","","","","","","","","",""
"1595","","","","","","","","","","","","","","","","","","","",""
"1596","","","","","","","","","","","","","","","","","","","",""
"1597","","","","","","","","","","","","","","","","","","","",""
"1598","","","","","","","","","","","","","","","","","","","",""
"1599","","","","","","","","","","","","","","","","","","","",""
"1600","","","","","","","","","","","","","","","","","","","",""
"1601","20150805","M","RU","","","","","","","","","","","","","","","","",""
"1602","","","","","","","","","","","","","","","","","","","",""
"1603","","","","","","","","","","","","","","","","","","","",""
"1604","","","","","","","","","","","","","","","","","","","",""
"1605","","","","","","","","","","","","","","","","","","","",""
"1606","","","","","","","","","","","","","","","","","","","",""
"1607","","","","","","","","","","","","","","","","","","","",""
"1608","","","","","","","","","","","","","","","","","","","",""
"1609","","","","","","","","","","","","","","","","","","","",""
"1610","","","","","","","","","","","","","","","","","","","",""
"1611","20150819","CU","PTA","RU","","","","","","","","","","","","","","","",""
"1612","","","","","","","","","","","","","","","","","","","",""
"1613","","","","","","","","","","","","","","","","","","","",""
"1614","","","","","","","","","","","","","","","","","","","",""
"1615","","","","","","","","","","","","","","","","","","","",""
"1616","","","","","","","","","","","","","","","","","","","",""
"1617","","","","","","","","","","","","","","","","","","","",""
"1618","","","","","","","","","","","","","","","","","","","",""
"1619","","","","","","","","","","","","","","","","","","","",""
"1620","","","","","","","","","","","","","","","","","","","",""
"1621","20150902","C","CU","PTA","RU","","","","","","","","","","","","","","",""
"1622","","","","","","","","","","","","","","","","","","","",""
"1623","","","","","","","","","","","","","","","","","","","",""
"1624","","","","","","","","","","","","","","","","","","","",""
"1625","","","","","","","","","","","","","","","","","","","",""
"1626","","","","","","","","","","","","","","","","","","","",""
"1627","","","","","","","","","","","","","","","","","","","",""
"1628","","","","","","","","","","","","","","","","","","","",""
"1629","","","","","","","","","","","","","","","","","","","",""
"1630","","","","","","","","","","","","","","","","","","","",""
"1631","20150918","A","C","CF","L","PTA","RU","SR","","","","","","","","","","","",""
"1632","","","","","","","","","","","","","","","","","","","",""
"1633","","","","","","","","","","","","","","","","","","","",""
"1634","","","","","","","","","","","","","","","","","","","",""
"1635","","","","","","","","","","","","","","","","","","","",""
"1636","","","","","","","","","","","","","","","","","","","",""
"1637","","","","","","","","","","","","","","","","","","","",""
"1638","","","","","","","","","","","","","","","","","","","",""
"1639","","","","","","","","","","","","","","","","","","","",""
"1640","","","","","","","","","","","","","","","","","","","",""
"1641","20151009","L","PP","PVC","RU","","","","","","","","","","","","","","",""
"1642","","","","","","","","","","","","","","","","","","","",""
