DATE,AG,AL,C,CU,J,JM,L,M,MA,NI,P,PB,PP,Y,ZC,ZN
2009/2/23,,-0.000524843,0.001380634,0.026459209,,,0.049638509,0.019803719,,,0.020131051,,,0.010676962,,0.012380452
2009/2/24,,-0.010228064,0.000588922,-0.026449696,,,-0.012524551,-0.030201743,,,-0.025504323,,,-0.021088546,,-0.011729437
2009/2/25,,0.024512007,-0.001941008,0.03507619,,,0.02895991,0.009914933,,,0.016429967,,,0.019254088,,0.018279895
2009/2/26,,-0.004125084,-0.004802536,0.011593898,,,-0.014853734,-0.012027341,,,-0.003331603,,,-0.005565113,,-0.004187658
2009/2/27,,-0.004777041,-0.004626841,-0.000247898,,,-0.010380356,-0.043548927,,,-0.007949682,,,-0.013099012,,-0.007665473
2009/3/2,,0.001037919,0.003797917,-0.007635943,,,-0.021645235,0.020789632,,,0.0041554,,,0.001583778,,0.014763307
2009/3/3,,-0.00128169,0.006951851,0.013992679,,,-0.028698722,-0.003957891,,,-0.014657248,,,-0.004559462,,-0.002137826
2009/3/4,,0.00473537,0.002397118,0.042054477,,,0.015269912,0.026024184,,,0.011427466,,,0.009594959,,0.022622573
2009/3/5,,0.002568794,-0.000434193,0.009714054,,,-0.030743265,-0.009828285,,,-0.004152741,,,-0.007486218,,0.00383547
2009/3/6,,-0.0019911,-0.000257706,0.010253034,,,0.012116657,0.005719408,,,0.010552885,,,0.008981341,,0.009067528
2009/3/9,,-0.017856721,0.003619783,-0.027172997,,,0.017328717,0.003135963,,,0.014963416,,,0.009849349,,-0.021749844
2009/3/10,,0.009796859,-0.000143433,0.008424689,,,0.022685975,0.014498234,,,0.020916877,,,0.017427797,,0.014780956
2009/3/11,,-0.000123323,-0.002188166,-0.004504308,,,-0.018454485,-0.008299186,,,-0.015791311,,,-0.015961284,,-0.001636439
2009/3/12,,0.007850027,-0.002165085,-0.007264645,,,0.028099283,0.005510661,,,-0.015063102,,,-0.011795317,,0.002747105
2009/3/13,,0.010439445,0.004444852,0.003213779,,,-0.003387549,0.016824435,,,-0.002753975,,,-0.000759236,,-0.003454206
2009/3/16,,0.009750261,0.01455794,0.02895591,,,0.002221487,0.01302685,,,0.006008706,,,0.002476498,,0.012931885
2009/3/17,,-0.002764229,-0.00142838,0.02277702,,,0.020028441,0.011141513,,,0.011635401,,,0.010989114,,0.001337027
2009/3/18,,0.01114298,2.02E-05,0.004263721,,,0.028732955,-0.000145923,,,-0.00173351,,,0.001783491,,0.00011015
2009/3/19,,0.027402597,0.005062206,0.01421921,,,0.007202446,0.023781982,,,0.018476347,,,0.027093716,,0.013277078
2009/3/20,,0.013341964,-0.00411586,0.048222647,,,0.027857232,0.012877364,,,0.010741623,,,0.018480936,,0.031203814
2009/3/23,,0.032037524,0.002722988,0.031443325,,,0.040529985,0.039729722,,,0.026884511,,,0.023284896,,0.034669098
2009/3/24,,-0.017778007,-0.001326977,-0.020729933,,,-0.014416563,-0.020386837,,,-0.022948356,,,-0.018660122,,-0.014804116
2009/3/25,,0.002120656,-0.00548355,-0.010928942,,,-0.012135772,-0.010636691,,,-0.009423355,,,-0.011882146,,-0.01239447
2009/3/26,,0.02102795,0.002541446,0.041235726,,,0.04118004,0.006712089,,,0.024563423,,,0.017520985,,0.03434245
2009/3/27,,-0.013712394,-0.003703132,-0.01985302,,,-0.00571375,-0.026673843,,,-0.013063998,,,-0.011684999,,-0.008140851
2009/3/30,,-0.0076777,-0.002146994,-0.004265539,,,-0.01041304,-0.016393281,,,-0.008317712,,,-0.010943061,,-0.003684451
2009/3/31,,0.003094417,0.000595532,0.012146424,,,0.019215617,0.006198538,,,0.01541667,,,0.007390258,,0.013030196
2009/4/1,,-0.009941135,-0.004069992,-0.007580626,,,0.018407229,0.02743116,,,0.020247592,,,0.012831443,,-0.004625177
2009/4/2,,-0.000566039,0.000344688,0.032281789,,,0.00830849,0.011940214,,,0.021207389,,,0.013353905,,0.013583687
2009/4/3,,0.00949775,-0.002913907,-0.002259397,,,0.007969437,-8.50E-05,,,0.004121356,,,0.007448547,,-0.004281491
2009/4/7,,0.031940548,0.005272543,0.050506285,,,0.001852578,0.033863241,,,0.02691298,,,0.022083205,,0.045171923
2009/4/8,,-0.020753265,-0.00464176,-0.011077068,,,-0.051083256,-0.013783546,,,-0.025699056,,,-0.02503953,,-0.033636832
2009/4/9,,0.022025676,0.003266674,0.04151217,,,0.006198531,0.030266635,,,0.024790451,,,0.017475443,,0.026545256
2009/4/10,,0.019854587,0.005084825,0.036882624,,,0.02351644,-0.000792796,,,0.020266879,,,0.011243946,,0.03975385
2009/4/13,,-0.013110143,-0.001136426,0.054256312,,,-0.029878913,-0.019940526,,,0.029429194,,,0.020461114,,0.021365086
2009/4/14,,-0.020272911,-0.00482906,-0.043011283,,,0.002418934,-0.005057997,,,0.012581673,,,0.007508676,,-0.012912596
2009/4/15,,-0.017946297,0.000288933,0.019846661,,,0.009686684,0.001251058,,,0.039175896,,,0.030208475,,0.027983812
2009/4/16,,0.003571211,0.000998514,0.022741415,,,0.019795391,0.016800346,,,-0.006548556,,,0.009966338,,0.046508671
2009/4/17,,0.006473611,-0.001131907,-0.024192315,,,-0.000190343,0.005864056,,,0.003567792,,,0.00510284,,-0.011162479
2009/4/20,,0.002065291,-0.014584495,-0.006578196,,,0.009659401,-0.028272631,,,-0.005262737,,,-0.01382367,,-0.014428076
2009/4/21,,-0.027816883,0.004123793,-0.04416753,,,-0.031538407,-0.02204192,,,-0.043035735,,,-0.043794761,,-0.039098426
2009/4/22,,0.011690158,0.001941652,-0.023771234,,,0.03948277,0.008716875,,,0.011058683,,,0.008526261,,-0.037253544
2009/4/23,,0.015094268,0.010971353,0.011126034,,,-0.006288732,-0.004111717,,,0.014254969,,,0.01302324,,0.007185403
2009/4/24,,-0.010308517,-0.002079935,-0.043100887,,,-0.032683937,-0.023704114,,,-0.012532863,,,-0.004774125,,-0.027761526
2009/4/27,,-0.015624654,-0.015985352,-0.012015252,,,0.00223842,-0.040863765,,,-0.033903194,,,-0.038234445,,-0.021360703
2009/4/28,,-0.017223159,0.004164222,-0.016152147,,,-0.011906986,-0.006425558,,,0.000882243,,,0.0117692,,0.006806577
2009/4/29,,0.011154426,0.002097008,0.021200882,,,-0.017465546,0.020380588,,,0.012654055,,,0.019467984,,0.028813227
2009/4/30,,0.007655596,0.000673597,0.036838325,,,0.010817327,0.020316365,,,0.033357911,,,0.033966657,,0.015038011
2009/5/4,,0.024379291,-0.001349709,0.047655888,,,0.045493177,0.046806858,,,0.039535048,,,0.037554598,,0.05804649
2009/5/5,,-0.014981213,-0.001597572,-0.01596563,,,-0.020045913,-0.010858496,,,0.008957803,,,0.004350382,,-0.034374437
2009/5/6,,0.008628291,0.001319927,0.014469537,,,0.009165712,0.01796302,,,0.025513321,,,0.030986655,,0.026273991
2009/5/7,,0.001175367,-0.001655007,0.00533394,,,0.017229881,-0.005936072,,,-0.001415527,,,-0.00874078,,0.009905712
2009/5/8,,0.006973352,0.002353222,0.017059182,,,0.036124254,-0.000507808,,,0.014273046,,,0.021777567,,0.00307276
2009/5/11,,-0.01362823,-0.003514488,-0.052182793,,,-0.016065465,-0.04311487,,,-0.026104048,,,-0.024319271,,-0.050285267
2009/5/12,,0.008727642,0.001566975,-0.000473477,,,-0.004237915,0.018872045,,,0.03143262,,,0.029816662,,0.012857833
2009/5/13,,0.00271624,0.000991573,0.015876679,,,0.022244966,0.014534926,,,0.006601617,,,0.007387628,,0.009256272
2009/5/14,,-0.01066194,0.000499625,-0.050150286,,,-0.01490836,0.001356248,,,-0.029467142,,,-0.026751401,,-0.029497336
2009/5/15,,0.000641011,0.006923038,0.010968372,,,0.0028047,0.019152975,,,-0.00121556,,,-0.00417011,,0.013414549
2009/5/18,,-0.004499283,-0.00147738,-0.017126831,,,-0.011574899,-0.0130051,,,-0.0416653,,,-0.031707709,,0.007124812
2009/5/19,,0.011952399,-0.000347715,0.044584789,,,0.007730301,0.02056111,,,0.032696455,,,0.025343441,,0.034493163
2009/5/20,,-0.009531753,0.000303826,-0.00897381,,,-0.021672397,0.00341869,,,-0.008566944,,,-0.006483723,,-0.02652143
2009/5/21,,0.001856884,-0.001849897,-0.014443311,,,-0.006086118,0.001841041,,,-0.006419644,,,-0.005127893,,-0.00792004
2009/5/22,,-0.00694271,-0.001954658,0.007149234,,,0.00186122,0.014906179,,,0.005493157,,,0.011143838,,0.011071131
2009/5/25,,0.002121522,-0.002332926,0.01433905,,,-0.016461888,-0.00049808,,,9.47E-05,,,0.002929963,,-0.001031373
2009/5/26,,-0.0037687,-0.003166359,-0.010780873,,,-0.00200715,-0.008696205,,,-0.020498874,,,-0.012975685,,-0.012381902
2009/5/27,,0.003284648,0.000826807,0.021446007,,,0.004188655,0.014950828,,,0.005505103,,,0.001624427,,0.006939692
2009/6/1,,0.011200356,0.009696877,0.05303083,,,0.036807689,0.027345579,,,0.050217589,,,0.051443724,,0.037001948
2009/6/2,,0.001362577,-0.00176977,0.012655305,,,-0.002263229,0.012709108,,,-0.000929752,,,0.001838261,,-0.00540643
2009/6/3,,0.019237489,0.00495529,0.024854042,,,0.0171197,0.022676689,,,0.001105663,,,0.006831503,,0.01653795
2009/6/4,,-0.005232595,-0.005241073,-0.027726506,,,-0.006759748,-0.012047462,,,-0.019199504,,,-0.013587224,,-0.011882141
2009/6/5,,0.030588855,-0.012324177,0.040119299,,,0.02236441,0.017448906,,,0.009053436,,,0.009577966,,0.01863997
2009/6/8,,-0.008667349,-0.013039473,-0.016995417,,,0.004334442,-0.008521735,,,-0.016934633,,,-0.011895512,,-0.008055824
2009/6/9,,0.007479463,0.004990466,0.012193325,,,0.005915719,0.003574487,,,0.001728539,,,0.006462458,,0.008763556
2009/6/10,,0.007708404,0.00055139,0.019091466,,,0.00437366,-0.015635406,,,-0.016081642,,,-0.004967415,,0.013631883
2009/6/11,,-0.004594774,0.001537889,-0.004260055,,,0.000903106,0.001988593,,,-0.00508978,,,-0.010490832,,0.002506403
2009/6/12,,0.000878915,-0.001933458,-0.005720438,,,-0.011535247,-0.017698213,,,-0.010294317,,,-0.013442146,,0.008118741
2009/6/15,,-0.012578719,-0.00588147,-0.036965938,,,-0.013167964,-0.010369315,,,-0.018484687,,,-0.008925099,,-0.023610329
2009/6/16,,0.003568163,0.000688172,-0.011383457,,,0.003442992,-0.002742056,,,0.006036303,,,0.009798594,,-0.002374556
2009/6/17,,0.006669172,0.006719107,0.002071046,,,0.000187095,0.00105218,,,-0.003858329,,,-0.005340486,,0.004166179
2009/6/18,,0.001003858,-0.003376277,-0.004066811,,,0.008564231,0.000213543,,,-0.018162415,,,-0.011897544,,-0.006446694
2009/6/19,,-0.00082768,-0.000141943,-0.005672683,,,0.003518581,0.008158161,,,-0.003428591,,,0.000648441,,-0.005015099
2009/6/22,,-0.001868892,-0.000639505,-0.021912844,,,-0.016211677,-0.033592196,,,-0.01435961,,,-0.019850436,,-0.011622551
2009/6/23,,-0.0083213,0.004720585,0.002341646,,,-0.019031348,0.005991743,,,-0.007807525,,,0.004595602,,-0.000917563
2009/6/24,,0.009322629,-0.003962893,0.018748536,,,0.006232578,0.00122707,,,-0.003787121,,,-0.007067801,,0.015706441
2009/6/25,,-0.00029873,0.001419853,0.006762728,,,0.009990573,0.004091131,,,0.021447386,,,0.014220558,,0.00367768
2009/6/26,,0.007253853,0.001640053,0.029145472,,,0.020972115,0.011335149,,,0.009284713,,,0.00663203,,0.009253051
2009/6/29,,-0.007597278,0.000518727,-0.002977592,,,-0.010712772,-0.00948911,,,-0.022587082,,,-0.019578012,,-0.007622707
2009/6/30,,0.000710595,0.000615272,0.01521435,,,0.009623179,0.002592927,,,0.007585191,,,0.005440734,,-0.001862761
2009/7/1,,-0.000204793,0.001899639,-0.012439626,,,0.000541285,0.019074433,,,0.005056143,,,0.013310747,,-0.000852475
2009/7/2,,0.003190107,-0.000728848,-0.004776607,,,-0.001537063,-0.005566964,,,-0.025061424,,,-0.015108285,,0.000358936
2009/7/3,,0.001913383,-0.004371529,-0.00926812,,,0.014725635,-0.00858972,,,-0.031394618,,,-0.022224709,,-0.001693486
2009/7/6,,-0.005698545,-0.009006018,-0.026962161,,,0.015904322,-0.014785446,,,-0.003914237,,,-0.003770918,,-0.011946252
2009/7/7,,0.004925171,0.003534779,0.010850897,,,0.01409159,0.000232286,,,-0.002002271,,,0.000927475,,0.007075681
2009/7/8,,-0.002875194,-0.005735861,-0.00595516,,,-0.016020122,-0.039688275,,,-0.04415789,,,-0.03736998,,-0.012209851
2009/7/9,,-0.003385926,0.001936501,0.01235279,,,-0.000953227,-0.002323346,,,0.007338948,,,0.001867154,,0.002516949
2009/7/10,,0.000550957,0.009785153,0.000669386,,,-0.004427865,0.009896372,,,0.002627098,,,0.005720136,,-0.002936306
2009/7/13,,-0.005333984,-0.000905813,-0.012400603,,,-0.020224126,-0.013237816,,,-0.009436527,,,-0.011159698,,-0.035864928
2009/7/14,,0.003122029,0.001727283,0.020305667,,,0.011695279,0.001405929,,,0.016863791,,,0.014066309,,0.013948504
2009/7/15,,0.009651429,-0.000581382,0.040955042,,,0.008327566,0.009829602,,,0.019396059,,,0.01505372,,0.027077946
2009/7/16,,0.001671795,-0.006604658,0.004641306,,,0.012473567,-0.013436035,,,-0.004796587,,,-0.007285636,,-0.000309833
2009/7/17,,0.008490231,0.001315313,0.005509694,,,-0.001074505,-0.005653615,,,0.005238641,,,0.006313484,,0.013134142
2009/7/20,,0.021102668,0.002587252,0.044000554,,,0.015209041,0.025754504,,,0.019029803,,,0.01573898,,0.034954849
2009/7/21,,-0.007197679,-0.002132635,-0.011300786,,,-0.019978345,-0.010740313,,,-0.01014484,,,-0.00628238,,-0.010827554
2009/7/22,,-0.000835772,0.000790007,-0.002551941,,,0.003104517,-0.001767583,,,-0.008641728,,,-0.000676236,,0.000990072
2009/7/23,,0.005655747,0.001337045,0.009440524,,,0.012853951,0.001274343,,,0.005694403,,,0.001552709,,0.005404969
2009/7/24,,0.021215067,0.000608673,0.006800366,,,0.00399102,-0.002578851,,,-0.013716551,,,-0.00782023,,0.02070094
2009/7/27,,0.044031649,-9.08E-05,0.028225824,,,0.016946887,-0.008726955,,,-0.006452656,,,-0.010146071,,0.029198038
2009/7/28,,-0.005864131,0.003310432,-0.00239225,,,0.011014943,0.011654934,,,0.034182606,,,0.024164149,,-0.003364276
2009/7/29,,-0.034584108,-0.003663552,-0.042709998,,,-0.017147748,-0.002454486,,,-0.008263553,,,-0.004745292,,-0.043069236
2009/7/30,,0.026347389,-0.000555911,0.005763565,,,0.011282749,0.013259456,,,0.005112053,,,0.00414356,,0.012112125
2009/7/31,,0.035143339,0.00860067,0.047310239,,,0.037115531,0.030582721,,,0.028138132,,,0.022322786,,0.041286945
2009/8/3,,-0.010076854,0.00429948,0.045677688,,,0.035614249,0.026935346,,,0.039382543,,,0.019815163,,0.03497982
2009/8/4,,0.00555587,-0.002516546,0.01085063,,,-0.006439512,-0.017052361,,,0.005363934,,,0.004846778,,0.006418316
2009/8/5,,0.009929224,0.000288138,0.005068481,,,0.021465006,0.010425687,,,0.000689005,,,0.009485718,,0.005828202
2009/8/6,,0.008761806,-0.002508769,-0.001797043,,,0.000751482,-0.015487333,,,-0.012696631,,,-0.019072757,,0.002342936
2009/8/7,,-0.023951253,-0.006196278,-0.026944822,,,-0.034927325,-0.00354307,,,0.007992684,,,-0.005317837,,-0.027117014
2009/8/10,,0.0219894,0.006243719,0.044304055,,,0.013372158,0.020252406,,,0.048177971,,,0.027255524,,0.025996114
2009/8/11,,-0.008934671,0.00271029,-0.004256161,,,0.016828757,-0.001633987,,,-0.003871619,,,0.002754022,,-0.008078513
2009/8/12,,-0.016810752,-0.001399006,-0.018635453,,,-0.006523163,-0.001618351,,,0.001242713,,,0.006101555,,-0.022417696
2009/8/13,,0.024116425,0.0369045,0.048741589,,,0.020928848,0.011932717,,,0.007812262,,,0.00964688,,0.034395578
2009/8/14,,-0.000798837,-0.006748264,0.004729524,,,-0.009986112,-0.025947291,,,-0.018427828,,,-0.017762262,,-0.010484776
2009/8/17,,-0.043427594,0.003950889,-0.04736233,,,-0.047750561,-0.040582727,,,-0.040867306,,,-0.030890284,,-0.046644976
2009/8/18,,0.033850691,0.002276183,0.007160434,,,0.016452226,0.011075031,,,0.013971694,,,0.011670525,,0.02131806
2009/8/19,,-0.015353773,-0.017441311,-0.034188192,,,-0.022166736,-0.019724554,,,-0.019839873,,,-0.021231316,,-0.017501946
2009/8/20,,0.008143578,0.010160751,0.024411036,,,0.012223594,0.016655394,,,0.026739343,,,0.017914497,,0.032015789
2009/8/21,,-0.00995642,0.005917571,-0.016796314,,,-0.011497396,0.001523534,,,-0.012415689,,,-0.008281355,,-0.007504032
2009/8/24,,0.022922335,0.016949541,0.053218792,,,0.021852739,0.026125181,,,0.035699018,,,0.029245428,,0.044091698
2009/8/25,,-0.011987619,-0.004155251,0.002071222,,,-0.022353416,-0.004324666,,,-0.005276915,,,-0.005204761,,-0.015688824
2009/8/26,,0.002905139,0.00072628,0.012345172,,,0.000404056,0.004677788,,,0.002642213,,,0.009084041,,0.008404088
2009/8/27,,-0.005808765,0.012403095,-0.006612042,,,-0.018493672,-0.007727357,,,-0.008517792,,,-0.006745925,,-0.012443685
2009/8/28,,0.005648148,0.005976018,0.020387572,,,0.009528492,0.017398349,,,0.007900294,,,0.007220043,,0.005099869
2009/8/31,,-0.008788007,-0.009658591,-0.027038622,,,-0.028536426,-0.019052314,,,-0.032090127,,,-0.027870859,,-0.023162185
2009/9/1,,0.004146628,-0.000829807,0.0019333,,,-0.007680631,-0.000401213,,,-0.004995797,,,-0.00540487,,0.008301213
2009/9/2,,-0.010952199,-0.002190953,-0.042735595,,,-0.037032393,-0.037606763,,,-0.035349107,,,-0.031051122,,-0.010435691
2009/9/3,,0.008519899,0.007137124,0.029284729,,,0.014042745,0.014155858,,,0.009591709,,,0.00898638,,0.018439424
2009/9/4,,0.007956795,-0.004362979,0.015989857,,,-0.006023524,-0.019615308,,,-0.003067389,,,-0.007663039,,0.039842105
2009/9/7,,-0.003230422,-0.003005964,0.001049253,,,0.007150275,-0.007254992,,,-0.024541097,,,-0.021002046,,-0.009009623
2009/9/8,,0.009021747,0.004421856,0.006466052,,,-0.003645857,0.017303969,,,0.012872811,,,0.013055194,,-1.19E-05
2009/9/9,,-0.001195387,-0.003797956,0.0054334,,,0.008090908,-0.003432345,,,0.006808142,,,-2.01E-05,,-0.000399146
2009/9/10,,0.000274912,-0.001811867,0.001503523,,,0.005917764,0.00052518,,,0.00333195,,,0.002787397,,-0.000784135
2009/9/11,,-0.00906012,-0.006430472,-0.019423428,,,0.000410156,-0.010356982,,,-0.016591397,,,-0.010249329,,-0.029342329
2009/9/14,,-0.011306741,0.002599815,-0.032145051,,,-0.044720124,-0.016900721,,,-0.033188186,,,-0.02320863,,-0.021634499
2009/9/15,,0.004608601,0.000639529,0.014964493,,,0.00092303,0.003783767,,,0.010210953,,,0.007144251,,0.020491731
2009/9/16,,0.003496734,0.004334798,0.008744937,,,0.005328098,0.02669784,,,0.02783239,,,0.023596149,,0.006231892
2009/9/17,,0.005743346,0.000333845,0.017871924,,,-0.003074033,0.007955242,,,0.00774428,,,0.005835937,,0.00788196
2009/9/18,,-0.005545619,0.004377514,-0.018773903,,,-0.02159907,-0.006974475,,,-0.008063639,,,-0.005812201,,-0.012285425
2009/9/21,,0.003314973,-0.003664759,0.000972808,,,-0.003424465,-0.005442374,,,0.001935147,,,0.002198062,,0.012950319
2009/9/22,,-0.003188386,-0.003594763,-0.002601651,,,0.004166242,-0.006448338,,,-0.01593042,,,-0.013919071,,-0.005176865
2009/9/23,,-0.003406361,-0.001153077,-0.008566255,,,-0.00463567,-0.007342614,,,-0.000993065,,,-0.002495122,,-0.009830306
2009/9/24,,-8.78E-05,-0.004203407,-0.000345671,,,-0.013482268,-0.01060153,,,-0.01335279,,,-0.013088334,,0.002069954
2009/9/25,,-0.008598725,-0.004008171,-0.020601183,,,-0.012186397,-0.000438235,,,0.003601621,,,0.00169088,,-0.006643517
2009/9/28,,-0.014669858,-0.003687316,-0.029060562,,,-0.003621769,-0.011317639,,,-0.016022926,,,-0.020993216,,-0.016952512
2009/9/29,,0.011964034,0.004926368,0.01329836,,,0.001068304,0.009085329,,,0.002527665,,,0.001836762,,0.019993214
2009/9/30,,0.009195769,7.54E-05,0.036346863,,,0.035789461,0.000955589,,,0.005486916,,,0.002864366,,0.016280332
2009/10/9,,-0.000679765,-0.000200463,0.01484822,,,0.028257199,0.018324941,,,0.01459422,,,0.020255451,,0.027755585
2009/10/12,,0.00430501,0.000584567,0.003798631,,,0.024746757,0.027825766,,,0.025540619,,,0.027759233,,0.006289431
2009/10/13,,0.002157453,0.008163974,-0.002449374,,,-0.014233315,-0.007426423,,,-0.002395727,,,-0.004642328,,0.001367328
2009/10/14,,0.001909259,0.002182007,0.004071236,,,0.015311231,0.014045705,,,0.009059912,,,0.007647683,,0.013564471
2009/10/15,,-0.003662076,-0.00220415,-0.0075237,,,-0.004220853,-0.005511534,,,-0.004847609,,,-0.005942417,,-0.015369729
2009/10/16,,0.00142658,0.007089407,0.001101145,,,-0.003267731,0.005557006,,,0.019645405,,,0.020936268,,0.003407581
2009/10/19,,0.002979736,0.001533565,0.014098015,,,0.020206861,-0.000438448,,,0.006489592,,,0.00198181,,0.00917719
2009/10/20,,0.003459866,-0.00221048,0.014090982,,,0.005383914,-0.006722004,,,-0.005672555,,,-0.003768947,,0.008452626
2009/10/21,,-0.004132703,0.002014146,-0.003525755,,,-0.007366964,5.19E-05,,,-0.007484815,,,-0.004525155,,-0.002213472
2009/10/22,,0.000570662,-0.003099735,0.008772549,,,0.005974171,-0.003691485,,,0.003457083,,,0.001985621,,0.014746054
2009/10/23,,0.007291924,0.006714193,0.017209758,,,0.0271253,0.013405885,,,0.027213982,,,0.026815874,,0.020098538
2009/10/26,,0.010258181,-0.001838947,0.009905511,,,0.003901389,0.003892086,,,-0.000996554,,,-0.000332244,,0.029077937
2009/10/27,,-0.003182437,-0.003406095,-0.013256278,,,-0.007218917,-0.016064413,,,-0.018559139,,,-0.016248782,,-0.0063561
2009/10/28,,0.005269356,-0.003738998,0.00226228,,,-0.000471665,-0.012095635,,,-0.006338318,,,-0.003795264,,-0.013148089
2009/10/29,,-0.009491737,0.001918349,-0.02393754,,,-0.024316514,-0.002127183,,,-0.012431065,,,-0.010515573,,-0.025793805
2009/10/30,,0.006823508,-0.00103154,0.02387122,,,0.017550518,0.003191258,,,0.008735735,,,0.007524395,,0.021776763
2009/11/2,,-0.002602485,0.002785407,-0.007661461,,,-0.003632196,0.002426953,,,-0.002544956,,,-0.001391703,,-0.006077283
2009/11/3,,-0.000524001,-0.000904352,-0.00101404,,,-0.012184281,0.006744003,,,0.001335791,,,0.003603264,,0.000570476
2009/11/4,,0.002659996,-0.001973255,0.007276827,,,0.007955806,0.003804132,,,0.008531618,,,0.007261233,,0.014722116
2009/11/5,,-0.002072384,0.000419327,-0.00789836,,,0.000328783,-0.001203563,,,0.001534054,,,-0.004264773,,-0.007520205
2009/11/6,,0.001625379,-0.000906351,0.009567086,,,0.021994572,-0.000831827,,,0.012792716,,,0.004890152,,0.003046304
2009/11/9,,-0.000598071,0.000423041,0.003684873,,,0.009249435,0.000891472,,,0.000539826,,,0.002433857,,0.006071579
2009/11/10,,-0.003681625,0.006438664,-0.011632168,,,0.003182878,-0.002609793,,,-0.003904492,,,-0.001913364,,-0.017243306
2009/11/11,,0.000905044,0.001723076,0.001095747,,,0.009246968,0.006287409,,,0.007718466,,,0.007635506,,0.004036277
